loan_id,customer_id,loan_purpose,loan_type,loan_amount,interest_rate,tenure_months,emi_amount,disbursement_date,maturity_date,repayment_frequency,loan_status,num_payments_made,outstanding_balance,collateral_value,num_late_payments,penalty_charges,loan_officer_id,branch_code,insurance_taken,loan_duration_years,total_repayment,total_interest_paid,default_flag,ltv_ratio,risk_category,first_name,last_name,age,gender,marital_status,education_level,occupation,annual_income,monthly_expenses,credit_score,num_dependents,years_employed,city,state,phone_number,email,has_existing_loan,num_credit_cards,registration_date,income_tier,savings_ratio,age_group,emi_to_income_ratio,loan_to_income_ratio,repayment_progress_pct,remaining_balance_pct
LOAN000583,CUST00311,Vehicle,Secured,488032.76,11.5,180,5701.15,2019-08-30,2034-06-12,Monthly,Active,238,97350.67,926578.3,11.0,43258.55,LO121,BR20,True,15.0,1026207.0,538174.24,False,0.5267,Medium,Divya,Reddy,22,Male,Single,Bachelor'S,Designer,102371.67,17717.89,597.0,5,20.0,Hyderabad,Telangana,9316980704,sachin.iyer85@example.com,False,5,2024-03-11,Low,-1.0769,21-30,0.6683,4.7673,132.22,0.1995
LOAN000584,CUST00227,Education,Secured,194718.63,14.34,60,4565.16,2022-08-20,2027-07-25,Monthly,Active,57,2168.69,375757.87,17.0,41603.3,LO125,BR37,False,5.0,273909.6,79190.97,False,0.5182,Medium,Sachin,Nair,52,Male,Married,Bachelor'S,Doctor,145825.93,28525.11,345.0,0,36.0,Kolkata,West Bengal,9887255513,harish.joshi770@example.com,True,4,2017-01-27,Low,-1.3473,51-60,0.3757,1.3353,95.0,0.0111
LOAN000585,CUST00273,Vehicle,Unsecured,45606.77,18.13,24,2279.74,2023-01-05,2024-12-25,Monthly,Active,233,15093.69,2530.47,7.0,37682.3,LO156,BR27,False,2.0,54713.76,9106.99,False,18.023,Medium,Suresh,Mishra,36,Male,Single,Master'S,Lawyer,20621.61,2641.4,463.0,2,4.0,Hyderabad,Telangana,9887759003,lakshmi.singh384@example.com,False,0,2021-04-22,Low,-0.5371,31-40,1.3266,2.2116,970.83,0.331
LOAN000586,CUST00938,Home,Secured,392817.6,9.49,48,9866.93,2019-05-17,2023-04-26,Monthly,Closed,19,11980.7,562540.91,7.0,23302.9,LO114,BR24,False,4.0,473612.64,80795.04,False,0.6983,Medium,Sneha,Rao,67,Female,Married,Bachelor'S,Professor,53731.63,9592.5,793.0,2,26.0,Chennai,Tamil Nadu,9126749178,sneha.mehta72@example.com,False,3,2015-01-15,Low,-1.1423,60+,2.2036,7.3107,39.58,0.0305
LOAN000587,CUST00317,Personal,Secured,433459.15,6.99,12,37503.81,2023-11-08,2024-11-02,Monthly,Defaulted,232,358893.3,192017.94,7.0,37877.27,LO104,BR23,False,1.0,450045.72,16586.57,True,2.2574,High,Sunita,Bhat,24,Female,Married,Bachelor'S,Designer,102371.67,7329.05,597.0,3,20.0,Chennai,Tamil Nadu,9713119661,ananya.pandey660@example.com,False,0,2018-05-12,Low,0.1409,21-30,4.3962,4.2342,1933.33,0.828
LOAN000588,CUST01110,Home,Secured,77699.64,19.71,24,3943.59,2023-12-02,2025-11-21,Quarterly,Closed,103,38190.33,108995.93,19.0,23937.1,LO154,BR32,True,2.0,94646.16,16946.52,False,0.7129,Medium,Sneha,Patel,35,Female,Single,High School,Lawyer,89825.26,14003.41,697.0,3,34.0,Chennai,Tamil Nadu,9558545314,kiran.kumar151@example.com,True,6,2015-12-09,Low,-0.8708,31-40,0.5268,0.865,429.17,0.4915
LOAN000589,CUST00291,Education,Unsecured,186625.02,8.63,48,4611.45,2020-09-12,2024-08-22,Monthly,Under Review,179,119787.28,324254.55,14.0,36831.18,LO163,BR11,True,4.0,221349.6,34724.58,False,0.5756,Medium,Priya,Patel,40,Female,Single,Master'S,Businessman,62306.94,8136.37,662.0,3,8.0,Delhi,Delhi,9634239338,meera.dubey437@example.com,False,2,2020-10-28,Low,-0.567,31-40,0.8881,2.9953,372.92,0.6419
LOAN000590,CUST01493,Home,Secured,163014.73,20.29,84,3648.46,2024-06-25,2031-05-20,Monthly,Defaulted,5,67078.1,32874.03,7.0,44005.51,LO121,BR18,True,7.0,306470.64,143455.91,True,4.9588,High,Kiran,Kumar,39,Male,Single,High School,Designer,102371.67,10164.68,597.0,5,20.0,Mumbai,Maharashtra,9430750834,arjun.tiwari868@example.com,False,4,2018-12-28,Low,-0.1915,31-40,0.4277,1.5924,5.95,0.4115
LOAN000591,CUST00729,Wedding,Secured,512979.0,20.66,48,15791.09,2023-05-12,2027-04-21,Bi-Annual,Active,22,177238.12,244964.32,13.0,44527.08,LO180,BR38,False,4.0,757972.32,244993.32,False,2.0941,Medium,Swati,Malhotra,56,Male,Single,High School,Accountant,153362.02,29883.08,839.0,5,28.0,Chennai,Tamil Nadu,9376681108,ananya.sharma50@example.com,False,0,2020-09-25,Low,-1.3382,51-60,1.2356,3.3449,45.83,0.3455
LOAN000592,CUST01428,Personal,Unsecured,77702.82,13.64,48,2109.34,2023-07-01,2027-06-10,Monthly,Active,169,17265.6,3741.81,12.0,22728.93,LO167,BR17,False,4.0,101248.32,23545.5,False,20.7661,Medium,Kavya,Patel,54,Female,Married,Master'S,Businessman,121753.89,25851.58,544.0,1,22.0,Ahmedabad,Gujarat,9403071541,nisha.nair945@example.com,True,3,2020-05-09,Low,-1.5479,51-60,0.2079,0.6382,352.08,0.2222
LOAN000593,CUST01451,Travel,Secured,292262.32,19.01,24,14733.96,2021-02-23,2023-02-13,Monthly,Closed,151,225197.63,25619.62,7.0,42967.13,LO162,BR34,True,2.0,353615.04,61352.72,False,11.4078,Medium,Aditya,Sharma,59,Male,Married,High School,Teacher,51468.56,9033.4,492.0,1,29.0,Chennai,Tamil Nadu,9543929865,lakshmi.verma754@example.com,False,1,2015-04-25,Low,-1.1062,51-60,3.4353,5.6785,629.17,0.7705
LOAN000594,CUST00375,Wedding,Secured,41284.62,12.13,240,458.33,2021-08-11,2041-04-28,Monthly,Active,4,28715.42,2445.52,16.0,5072.87,LO117,BR11,False,20.0,109999.2,68714.58,False,16.8817,Medium,Sachin,Pillai,38,Male,Married,Bachelor'S,Nurse,98880.71,13625.18,534.0,2,0.0,Kolkata,West Bengal,9367107264,sachin.iyer408@example.com,True,4,2017-10-10,Low,-0.6535,31-40,0.0556,0.4175,1.67,0.6955
LOAN000595,CUST00567,Travel,Unsecured,363526.63,14.13,180,6330.96,2023-06-01,2038-03-14,Quarterly,Closed,159,131134.59,223473.25,9.0,25120.02,LO195,BR38,False,15.0,1139572.8,776046.17,False,1.6267,Medium,Harish,Bhat,29,Female,Single,Bachelor'S,Doctor,63598.67,8856.68,419.0,0,19.0,Pune,Maharashtra,9244816382,swati.singh941@example.com,False,0,2019-03-09,Low,-0.6711,21-30,1.1945,5.7159,88.33,0.3607
LOAN000596,CUST00868,Personal,Unsecured,296589.16,19.28,180,5051.92,2020-07-14,2035-04-27,Monthly,Active,45,95239.56,176940.75,5.0,27413.35,LO170,BR23,True,15.0,909345.6,612756.44,False,1.6762,Low,Suresh,Mehta,36,Male,Single,Bachelor'S,Businessman,32917.68,5691.37,766.0,5,18.0,Chennai,Tamil Nadu,9752759821,rahul.bhat439@example.com,True,0,2018-11-05,Low,-1.0748,31-40,1.8417,9.01,25.0,0.3211
LOAN000597,CUST00755,Business,Secured,178301.55,7.72,60,3591.47,2019-01-12,2023-12-17,Monthly,Closed,16,221.61,175880.73,16.0,32592.23,LO153,BR34,True,5.0,215488.2,37186.65,False,1.0138,Medium,Deepak,Nair,30,Male,Married,High School,Teacher,164399.78,38131.8,537.0,1,25.0,Pune,Maharashtra,9435418436,kavya.pillai817@example.com,True,6,2021-08-18,Low,-1.7833,21-30,0.2622,1.0846,26.67,0.0012
LOAN000598,CUST00252,Home,Secured,841244.63,15.53,36,29380.83,2020-12-16,2023-12-01,Monthly,Closed,74,53462.89,1325539.51,3.0,7649.69,LO151,BR13,False,3.0,1057709.88,216465.25,False,0.6346,Low,Arjun,Dubey,23,Female,Divorced,Master'S,Engineer,156509.86,33492.92,410.0,1,32.0,Bengaluru,Karnataka,9602935000,pooja.bhat810@example.com,True,4,2017-04-29,Low,-1.568,21-30,2.2527,5.375,205.56,0.0636
LOAN000599,CUST00307,Home,Unsecured,32908.3,16.42,84,661.52,2021-04-28,2028-03-22,Quarterly,Active,26,20510.28,32575.51,6.0,23609.0,LO101,BR38,True,7.0,55567.68,22659.38,False,1.0102,Medium,Rahul,Bhat,49,Male,Married,Bachelor'S,Consultant,74560.96,17897.51,434.0,5,8.0,Lucknow,Uttar Pradesh,9996782035,kavya.bhat661@example.com,False,0,2017-05-09,Low,-1.8805,41-50,0.1065,0.4414,30.95,0.6233
LOAN000600,CUST01454,Medical,Secured,264468.14,6.51,240,1973.36,2018-12-06,2038-08-23,Monthly,Closed,195,136097.24,227017.37,16.0,4718.13,LO137,BR38,True,20.0,473606.4,209138.26,False,1.165,Medium,Arjun,Joshi,54,Male,Married,Master'S,Manager,71950.03,10645.79,410.0,3,19.0,Chennai,Tamil Nadu,9361661280,ananya.shah670@example.com,False,5,2016-10-28,Low,-0.7755,51-60,0.3291,3.6757,81.25,0.5146
LOAN000601,CUST00675,Home,Unsecured,699470.46,14.13,180,13166.67,2021-12-16,2036-09-28,Monthly,Active,22,304132.0,223473.25,9.0,25120.02,LO115,BR35,True,15.0,2370000.6,1670530.14,False,3.13,Medium,Suresh,Verma,65,Female,Married,Bachelor'S,Teacher,68784.71,15230.84,449.0,1,1.0,Hyderabad,Telangana,9599247875,pooja.malhotra483@example.com,True,3,2016-05-01,Low,-1.6571,60+,2.297,10.169,12.22,0.4348
LOAN000602,CUST00868,Wedding,Unsecured,297463.52,12.8,120,4406.43,2024-04-06,2034-02-13,Quarterly,Active,86,246151.73,337942.06,5.0,42754.7,LO155,BR22,False,10.0,528771.6,231308.08,False,0.8802,Low,Suresh,Mehta,36,Male,Single,Bachelor'S,Businessman,32917.68,5691.37,766.0,5,18.0,Chennai,Tamil Nadu,9752759821,rahul.bhat439@example.com,True,0,2018-11-05,Low,-1.0748,31-40,1.6063,9.0366,71.67,0.8275
LOAN000603,CUST00264,Vehicle,Unsecured,800388.82,14.52,180,10940.18,2020-09-19,2035-07-03,Bi-Annual,Closed,112,403314.49,199685.93,9.0,36881.95,LO137,BR23,False,15.0,1969232.4,1168843.58,False,4.0082,Medium,Kiran,Gupta,31,Male,Single,Master'S,Consultant,38977.2,5308.16,460.0,4,17.0,Bengaluru,Karnataka,9382769127,lakshmi.singh224@example.com,False,0,2018-07-11,Low,-0.6342,31-40,3.3682,20.5348,62.22,0.5039
LOAN000604,CUST00068,Personal,Unsecured,187126.7,9.52,48,4703.0,2020-04-23,2024-04-02,Quarterly,Active,120,71949.02,286172.2,17.0,18914.58,LO192,BR34,True,4.0,225744.0,38617.3,False,0.6539,Medium,Rahul,Patel,49,Female,Married,Diploma,Businessman,111811.27,14228.08,773.0,5,31.0,Pune,Maharashtra,9173512612,sunita.pandey307@example.com,True,5,2017-01-03,Low,-0.527,41-50,0.5047,1.6736,250.0,0.3845
LOAN000605,CUST01131,Home,Unsecured,234748.87,15.97,84,4658.59,2018-11-16,2025-10-10,Monthly,Defaulted,161,37854.75,121007.28,6.0,49689.69,LO186,BR47,True,7.0,391321.56,156572.69,True,1.94,High,Rahul,Iyer,50,Male,Married,Master'S,Designer,146369.38,19903.36,612.0,5,35.0,Ahmedabad,Gujarat,9860839571,nisha.gupta923@example.com,False,7,2021-04-24,Low,-0.6318,41-50,0.3819,1.6038,191.67,0.1613
LOAN000606,CUST01424,Business,Unsecured,719711.38,19.06,60,18693.48,2018-11-04,2023-10-09,Monthly,Active,148,590658.5,970440.7,13.0,33146.75,LO134,BR17,True,5.0,1121608.8,401897.42,False,0.7416,Medium,Aditya,Mishra,51,Male,Divorced,Phd,Teacher,39050.46,5170.36,408.0,2,30.0,Mumbai,Maharashtra,9477356707,lakshmi.iyer687@example.com,False,5,2015-11-13,Low,-0.5888,51-60,5.7444,18.4303,246.67,0.8207
LOAN000607,CUST01223,Personal,Unsecured,548884.32,15.58,24,26765.06,2023-07-19,2025-07-08,Monthly,Closed,149,316293.63,709403.92,13.0,40762.42,LO166,BR15,True,2.0,642361.44,93477.12,False,0.7737,Medium,Divya,Mehta,21,Male,Divorced,Bachelor'S,Consultant,50970.53,8927.11,603.0,0,20.0,Bengaluru,Karnataka,9133471933,amit.shah640@example.com,False,0,2024-08-30,Low,-1.1017,21-30,6.3013,10.7687,620.83,0.5762
LOAN000608,CUST01216,Business,Unsecured,1408858.46,18.71,180,30397.35,2018-09-04,2033-06-17,Monthly,Closed,64,169130.03,1522081.7899999998,9.0,33484.87,LO141,BR21,False,15.0,5471523.0,4062664.54,False,0.9256,Medium,Divya,Verma,66,Female,Married,Master'S,Businessman,147744.0,20250.22,782.0,3,38.0,Delhi,Delhi,9456180872,pooja.mehta266@example.com,False,6,2017-12-23,Low,-0.6448,60+,2.4689,9.5358,35.56,0.12
LOAN000609,CUST00514,Personal,Secured,291342.09,17.83,36,10507.89,2020-05-20,2023-05-05,Bi-Annual,Active,159,189051.42,155548.71,8.0,49470.81,LO178,BR42,False,3.0,378284.04,86941.95,False,1.873,Medium,Harish,Nair,24,Male,Married,Bachelor'S,Businessman,228946.42,35219.36,875.0,0,11.0,Bengaluru,Karnataka,9746716453,rahul.mishra761@example.com,False,2,2023-03-13,Low,-0.846,21-30,0.5508,1.2725,441.67,0.6489
LOAN000610,CUST00769,Home,Unsecured,314958.81,10.18,60,6719.87,2018-02-23,2023-01-28,Quarterly,Active,189,133879.78,168244.56,9.0,41067.99,LO147,BR47,True,5.0,403192.2,88233.39,False,1.872,Medium,Pooja,Malhotra,42,Male,Married,Phd,Analyst,19371.06,2831.32,388.0,1,6.0,Mumbai,Maharashtra,9248294102,vikram.verma576@example.com,True,7,2021-11-30,Low,-0.7539,41-50,4.1628,16.2592,315.0,0.4251
LOAN000611,CUST00442,Education,Secured,185512.94,13.26,180,2379.01,2020-06-04,2035-03-18,Monthly,Closed,27,150522.64,320213.16,1.0,25971.16,LO172,BR43,True,15.0,428221.8,242708.86,False,0.5793,Low,Deepak,Kumar,52,Female,Single,Master'S,Nurse,107640.26,17981.4,798.0,0,30.0,Bengaluru,Karnataka,9107053228,meera.reddy143@example.com,True,2,2020-05-07,Low,-1.0046,51-60,0.2652,1.7235,15.0,0.8114
LOAN000612,CUST00001,Education,Unsecured,227921.6,8.8,240,2021.44,2023-04-02,2042-12-18,Monthly,Active,81,209440.49,5838.14,2.0,18343.98,LO183,BR17,True,20.0,485145.6,257224.0,False,39.0401,Low,Nisha,Patel,59,Female,Married,Diploma,Nurse,149488.15,19238.13,836.0,5,27.0,Mumbai,Maharashtra,9492756851,sachin.mehta249@example.com,False,0,2023-12-07,Low,-0.5443,51-60,0.1623,1.5247,33.75,0.9189
LOAN000613,CUST00358,Home,Unsecured,635681.19,7.15,240,4985.83,2022-04-27,2042-01-12,Monthly,Active,6,381704.82,230781.05,15.0,34107.74,LO121,BR20,True,20.0,1196599.2,560918.01,False,2.7545,Medium,Kavya,Tiwari,66,Male,Married,Bachelor'S,Professor,78053.1,11176.86,713.0,5,38.0,Hyderabad,Telangana,9888448988,ananya.mehta355@example.com,False,2,2019-03-05,Low,-0.7183,60+,0.7665,8.1442,2.5,0.6005
LOAN000614,CUST01139,Home,Unsecured,268280.33,7.48,60,5373.24,2020-02-09,2025-01-13,Monthly,Closed,181,196277.33,327393.71,9.0,29511.09,LO118,BR23,False,5.0,322394.4,54114.07,False,0.8194,Medium,Sunita,Reddy,47,Male,Divorced,Bachelor'S,Nurse,144486.98,23161.28,472.0,2,29.0,Chennai,Tamil Nadu,9955485064,divya.joshi850@example.com,False,5,2017-09-25,Low,-0.9236,41-50,0.4463,1.8568,301.67,0.7316
LOAN000615,CUST00903,Education,Unsecured,140669.27,21.11,24,7235.98,2023-06-21,2025-06-10,Monthly,Active,101,7960.59,229866.6,10.0,31467.53,LO137,BR17,True,2.0,173663.52,32994.25,False,0.612,Medium,Suresh,Dubey,47,Male,Single,High School,Teacher,68939.14,9559.13,641.0,3,4.0,Mumbai,Maharashtra,9303850254,pooja.shah664@example.com,False,1,2015-03-31,Low,-0.6639,41-50,1.2595,2.0405,420.83,0.0566
LOAN000616,CUST01221,Business,Unsecured,198621.95,21.76,120,4073.05,2019-03-05,2029-01-11,Monthly,Closed,197,111279.03,142350.57,9.0,17150.59,LO166,BR41,True,10.0,488766.0,290144.05,False,1.3953,Medium,Priya,Bhat,56,Male,Single,Bachelor'S,Designer,129112.53,29917.58,730.0,2,7.0,Kolkata,West Bengal,9260314927,arjun.mishra642@example.com,True,6,2023-11-06,Low,-1.7806,51-60,0.3786,1.5384,164.17,0.5603
LOAN000617,CUST00274,Vehicle,Secured,249630.51,14.13,120,3024.75,2021-10-26,2031-09-04,Monthly,Closed,13,188555.9,223473.25,9.0,25120.02,LO187,BR48,True,10.0,362970.0,113339.49,False,1.117,Medium,Sneha,Nair,46,Male,Married,Bachelor'S,Designer,102371.67,17295.46,597.0,0,20.0,Chennai,Tamil Nadu,9299215925,arjun.rao261@example.com,False,3,2017-11-17,Low,-1.0274,41-50,0.3546,2.4385,10.83,0.7553
LOAN000618,CUST00856,Education,Secured,148151.55,11.7,180,1749.57,2020-05-04,2035-02-15,Quarterly,Active,221,73596.08,165087.17,13.0,27904.83,LO126,BR32,False,15.0,314922.6,166771.05,False,0.8974,Medium,Ravi,Patel,44,Male,Divorced,Phd,Designer,102371.67,18864.02,597.0,5,20.0,Kolkata,West Bengal,9290136266,sunita.verma602@example.com,False,7,2021-07-30,Low,-1.2112,41-50,0.2051,1.4472,122.78,0.4968
LOAN000619,CUST01018,Vehicle,Unsecured,186024.32,8.27,180,1806.86,2023-12-02,2038-09-14,Monthly,Active,182,110414.75,24012.06,8.0,41964.17,LO178,BR30,False,15.0,325234.8,139210.48,False,7.7471,Medium,Harish,Patel,31,Male,Married,Bachelor'S,Designer,69626.28,12213.51,304.0,0,28.0,Hyderabad,Telangana,9540396677,rohan.joshi390@example.com,False,3,2023-10-02,Low,-1.105,31-40,0.3114,2.6718,101.11,0.5936
LOAN000620,CUST01184,Vehicle,Unsecured,120591.56,19.43,60,3156.81,2023-10-07,2028-09-10,Monthly,Active,57,108405.56,149955.65,12.0,38145.45,LO191,BR36,True,5.0,189408.6,68817.04,False,0.8042,Medium,Sneha,Mehta,63,Male,Single,Bachelor'S,Engineer,35331.72,4623.91,329.0,2,16.0,Kolkata,West Bengal,9822062338,naveen.gupta714@example.com,False,7,2019-01-03,Low,-0.5705,60+,1.0722,3.4131,95.0,0.8989
LOAN000621,CUST00173,Personal,Unsecured,191360.84,14.19,12,17198.85,2021-07-07,2022-07-02,Quarterly,Closed,43,37908.5,311498.5,5.0,5932.79,LO147,BR22,False,1.0,206386.2,15025.36,False,0.6143,Low,Sachin,Malhotra,48,Male,Single,Master'S,Analyst,261950.72,43575.86,885.0,3,37.0,Ahmedabad,Gujarat,9353366389,amit.reddy122@example.com,False,6,2023-09-13,Low,-0.9962,41-50,0.7879,0.7305,358.33,0.1981
LOAN000622,CUST01482,Personal,Secured,682124.4,16.13,48,19377.04,2021-07-01,2025-06-10,Monthly,Active,173,67016.34,1353946.43,10.0,12277.71,LO166,BR23,True,4.0,930097.92,247973.52,False,0.5038,Medium,Kavya,Shah,45,Male,Single,Master'S,Analyst,147222.4,18759.44,376.0,3,27.0,Chennai,Tamil Nadu,9622515312,sneha.malhotra321@example.com,True,7,2015-02-04,Low,-0.5291,41-50,1.5794,4.6333,360.42,0.0982
LOAN000623,CUST00585,Personal,Unsecured,278928.71,14.87,48,7744.43,2023-02-03,2027-01-13,Monthly,Active,13,192640.33,16534.93,0.0,1332.89,LO177,BR15,False,4.0,371732.64,92803.93,False,16.8691,Low,Rohan,Dubey,43,Male,Married,Bachelor'S,Engineer,54389.49,7230.07,779.0,4,38.0,Hyderabad,Telangana,9561779564,rohan.joshi633@example.com,False,1,2023-04-11,Low,-0.5952,41-50,1.7087,5.1284,27.08,0.6906
LOAN000624,CUST01457,Home,Unsecured,1408858.46,17.51,36,42831.4725,2019-09-23,2022-09-07,Monthly,Active,43,754642.8625,1522081.7899999998,14.0,398.03,LO132,BR42,False,3.0,1541933.01,133074.55,False,0.9256,Medium,Aditya,Rao,42,Male,Single,Phd,Businessman,172085.48,29746.09,307.0,3,14.0,Mumbai,Maharashtra,9617945843,lakshmi.verma576@example.com,True,2,2015-09-25,Low,-1.0743,41-50,2.9868,8.187,119.44,0.5356
LOAN000625,CUST00929,Personal,Secured,145642.12,11.45,180,1696.75,2023-08-29,2038-06-11,Quarterly,Active,168,123867.19,120751.75,6.0,11218.77,LO160,BR33,False,15.0,305415.0,159772.88,False,1.2061,Medium,Lakshmi,Verma,65,Male,Married,Bachelor'S,Teacher,148754.28,19028.11,598.0,0,9.0,Kolkata,West Bengal,9936156197,priya.verma534@example.com,False,1,2019-04-23,Low,-0.535,60+,0.1369,0.9791,93.33,0.8505
LOAN000626,CUST00481,Education,Unsecured,395693.66,14.13,36,12514.92,2019-03-09,2022-02-21,Monthly,Closed,72,253894.66,223473.25,9.0,25120.02,LO159,BR40,False,3.0,450537.12,54843.46,False,1.7707,Medium,Kiran,Singh,42,Female,Single,Master'S,Accountant,166219.77,27479.59,534.0,0,24.0,Delhi,Delhi,9448635435,vikram.iyer618@example.com,True,2,2024-11-19,Low,-0.9838,41-50,0.9035,2.3805,200.0,0.6416
LOAN000627,CUST00455,Personal,Secured,320540.74,6.77,60,6312.37,2019-06-17,2024-05-21,Quarterly,Active,222,267078.85,393855.42,16.0,45237.38,LO126,BR26,False,5.0,378742.2,58201.46,False,0.8139,Medium,Meera,Dubey,46,Male,Married,Bachelor'S,Nurse,124738.69,16119.01,493.0,5,3.0,Chennai,Tamil Nadu,9697347361,amit.iyer391@example.com,True,0,2021-05-13,Low,-0.5507,41-50,0.6073,2.5697,370.0,0.8332
LOAN000628,CUST00196,Medical,Secured,451509.46,13.41,24,21552.64,2020-06-15,2022-06-05,Monthly,Active,1,316356.52,110554.17,4.0,19588.42,LO142,BR42,False,2.0,517263.36,65753.9,False,4.0841,Low,Ananya,Malhotra,62,Male,Married,High School,Engineer,128287.41,18485.4,651.0,0,17.0,Jaipur,Rajasthan,9927636977,swati.mishra875@example.com,False,1,2022-03-12,Low,-0.7291,60+,2.016,3.5195,4.17,0.7007
LOAN000629,CUST00796,Personal,Unsecured,165238.41,20.57,84,3726.24,2022-01-29,2028-12-23,Quarterly,Active,209,14438.02,125107.57,8.0,28159.93,LO195,BR17,False,7.0,313004.16,147765.75,False,1.3208,Medium,Rekha,Singh,34,Female,Married,Master'S,Designer,272103.03,55875.72,787.0,1,23.0,Jaipur,Rajasthan,9425717549,meera.gupta674@example.com,True,4,2022-12-24,Low,-1.4642,31-40,0.1643,0.6073,248.81,0.0874
LOAN000630,CUST00599,Business,Secured,199831.11,11.23,84,3445.81,2022-04-29,2029-03-23,Monthly,Active,4,152280.0,104458.55,15.0,35302.63,LO192,BR39,False,7.0,289448.04,89616.93,False,1.913,Medium,Nisha,Dubey,56,Female,Married,Bachelor'S,Lawyer,190028.79,31695.28,465.0,2,14.0,Jaipur,Rajasthan,9737670731,naveen.mehta45@example.com,False,4,2015-08-24,Low,-1.0015,51-60,0.2176,1.0516,4.76,0.762
LOAN000631,CUST01333,Business,Secured,371685.98,9.54,180,3890.21,2023-01-28,2037-11-10,Monthly,Active,89,66665.48,268478.75,10.0,47646.83,LO117,BR11,False,15.0,700237.8,328551.82,False,1.3844,Medium,Nisha,Malhotra,52,Female,Divorced,Master'S,Teacher,62449.32,11642.16,630.0,2,21.0,Pune,Maharashtra,9209924637,priya.iyer369@example.com,False,1,2019-03-03,Low,-1.2371,51-60,0.7475,5.9518,49.44,0.1794
LOAN000632,CUST00556,Education,Unsecured,179201.22,20.85,180,3260.41,2023-10-05,2038-07-18,Bi-Annual,Active,86,42400.68,176583.3,16.0,45646.61,LO121,BR10,True,15.0,586873.8,407672.58,False,1.0148,Medium,Sunita,Mehta,27,Male,Married,Bachelor'S,Designer,93006.47,11645.18,639.0,5,16.0,Hyderabad,Telangana,9688574163,sneha.patel901@example.com,True,5,2015-11-04,Low,-0.5025,21-30,0.4207,1.9268,47.78,0.2366
LOAN000633,CUST00848,Travel,Unsecured,64940.35,8.13,12,5652.96,2020-04-11,2021-04-06,Monthly,Active,139,25628.75,46654.39,5.0,2859.62,LO167,BR34,True,1.0,67835.52,2895.17,False,1.3919,Low,Deepak,Malhotra,25,Female,Married,High School,Accountant,105759.34,14125.37,578.0,1,14.0,Mumbai,Maharashtra,9543502646,ravi.nair600@example.com,False,3,2024-12-12,Low,-0.6027,21-30,0.6414,0.614,1158.33,0.3947
LOAN000634,CUST00439,Home,Secured,765558.75,7.3,60,15267.57,2022-06-28,2027-06-02,Bi-Annual,Closed,77,240819.57,846297.44,14.0,12408.29,LO191,BR36,True,5.0,916054.2,150495.45,False,0.9046,Medium,Swati,Nair,24,Male,Single,Master'S,Professor,94074.71,12164.98,897.0,4,25.0,Delhi,Delhi,9655778818,sachin.bhat805@example.com,False,5,2024-11-21,Low,-0.5517,21-30,1.9475,8.1378,128.33,0.3146
LOAN000635,CUST00650,Travel,Unsecured,546055.58,20.13,24,27826.63,2020-02-09,2022-01-29,Quarterly,Active,126,175639.73,260631.99,2.0,2457.23,LO160,BR35,False,2.0,667839.12,121783.54,False,2.0951,Low,Naveen,Sharma,57,Female,Married,Bachelor'S,Designer,122830.92,28436.86,492.0,2,26.0,Bengaluru,Karnataka,9377731914,divya.dubey877@example.com,False,2,2018-12-19,Low,-1.7781,51-60,2.7185,4.4456,525.0,0.3217
LOAN000636,CUST00359,Home,Secured,192199.69,17.36,60,4813.94,2018-10-09,2023-09-13,Monthly,Closed,76,32531.63,244232.67,8.0,30827.12,LO101,BR16,False,5.0,288836.4,96636.71,False,0.787,Medium,Rekha,Dubey,26,Male,Single,Master'S,Designer,40886.38,5695.5,756.0,1,22.0,Chennai,Tamil Nadu,9175578677,sneha.joshi802@example.com,False,1,2021-04-27,Low,-0.6716,21-30,1.4129,4.7008,126.67,0.1693
LOAN000637,CUST01060,Education,Unsecured,319545.12,13.04,240,3752.82,2021-02-12,2040-10-30,Monthly,Active,98,93905.06,545631.6,11.0,35524.67,LO140,BR32,True,20.0,900676.8,581131.68,False,0.5856,Medium,Harish,Rao,29,Male,Married,Master'S,Businessman,155917.49,27226.87,462.0,3,9.0,Hyderabad,Telangana,9738843080,amit.dubey40@example.com,True,4,2024-09-02,Low,-1.0955,21-30,0.2888,2.0495,40.83,0.2939
LOAN000638,CUST01058,Vehicle,Unsecured,600467.88,18.16,48,17688.99,2022-09-29,2026-09-08,Monthly,Closed,46,11806.75,269090.13,18.0,15414.17,LO153,BR33,False,4.0,849071.52,248603.64,False,2.2315,Medium,Naveen,Singh,29,Male,Married,Bachelor'S,Doctor,81600.66,10703.19,889.0,5,2.0,Lucknow,Uttar Pradesh,9842507091,swati.joshi419@example.com,False,3,2017-01-27,Low,-0.574,21-30,2.6013,7.3586,95.83,0.0197
LOAN000639,CUST01112,Travel,Secured,786522.8,14.13,180,12660.67,2019-11-04,2034-08-17,Monthly,Active,78,371955.24,223473.25,9.0,25120.02,LO122,BR29,False,15.0,2278920.6,1492397.8,False,3.5195,Medium,Sunita,Singh,45,Female,Married,Bachelor'S,Engineer,153558.01,36560.66,486.0,2,18.0,Chennai,Tamil Nadu,9439827006,harish.tiwari254@example.com,False,4,2016-08-07,Low,-1.8571,41-50,0.9894,5.122,43.33,0.4729
