customer_id,first_name,last_name,age,gender,marital_status,education_level,occupation,annual_income,monthly_expenses,credit_score,num_dependents,years_employed,city,state,phone_number,email,has_existing_loan,num_credit_cards,registration_date,income_tier,savings_ratio,age_group
CUST00703,Rekha,Shah,55,Male,Married,Master'S,Teacher,149035.47,18642.5,567.0,3,27.0,Chennai,Tamil Nadu,9591759000,vikram.pandey732@example.com,False,2,2018-11-10,Low,-0.5011,51-60
CUST00704,Suresh,Rao,39,Male,Married,High School,Designer,26162.01,4028.33,363.0,5,36.0,Lucknow,Uttar Pradesh,9702033662,rekha.sharma36@example.com,False,6,2020-08-10,Low,-0.8477,31-40
CUST00705,Vikram,Iyer,40,Female,Married,Master'S,Designer,202427.48,32467.21,649.0,3,23.0,Jaipur,Rajasthan,9865007974,swati.sharma915@example.com,False,1,2015-02-25,Low,-0.9247,31-40
CUST00706,Sachin,Patel,38,Male,Married,High School,Businessman,103761.3,24483.27,793.0,1,32.0,Ahmedabad,Gujarat,9123073060,suresh.mehta692@example.com,False,0,2023-08-10,Low,-1.8315,31-40
CUST00707,Ananya,Malhotra,67,Male,Single,High School,Doctor,119073.35,23378.36,822.0,1,19.0,Ahmedabad,Gujarat,9142683817,kavya.singh546@example.com,False,4,2022-09-04,Low,-1.356,60+
CUST00708,Lakshmi,Reddy,61,Female,Married,Master'S,Lawyer,119563.14,15530.4,397.0,1,29.0,Kolkata,West Bengal,9365635280,sachin.sharma222@example.com,True,7,2017-08-26,Low,-0.5587,60+
CUST00709,Ravi,Singh,69,Male,Single,Bachelor'S,Analyst,157046.88,28991.57,370.0,2,8.0,Lucknow,Uttar Pradesh,9668455421,sneha.gupta453@example.com,False,3,2015-08-02,Low,-1.2153,60+
CUST00710,Deepak,Tiwari,34,Female,Married,Diploma,Doctor,193552.68,29120.5,663.0,5,16.0,Chennai,Tamil Nadu,9427413432,suresh.dubey714@example.com,False,2,2022-08-10,Low,-0.8054,31-40
CUST00711,Lakshmi,Verma,35,Female,Single,High School,Businessman,144429.2,18058.2,869.0,4,35.0,Pune,Maharashtra,9458167668,kavya.mishra49@example.com,True,6,2024-04-22,Low,-0.5004,31-40
CUST00712,Nisha,Gupta,51,Male,Married,Bachelor'S,Accountant,131290.98,25986.49,575.0,4,13.0,Hyderabad,Telangana,9626061386,sneha.mehta857@example.com,True,7,2018-11-02,Low,-1.3752,51-60
CUST00713,Lakshmi,Nair,21,Female,Married,High School,Consultant,113426.2,17991.81,349.0,3,18.0,Mumbai,Maharashtra,9522409833,kavya.bhat651@example.com,True,3,2019-10-26,Low,-0.9035,21-30
CUST00714,Aditya,Tiwari,23,Female,Married,Bachelor'S,Consultant,13214.02,1947.32,657.0,3,6.0,Chennai,Tamil Nadu,9899283454,rekha.dubey831@example.com,True,3,2021-09-11,Low,-0.7684,21-30
CUST00715,Priya,Verma,36,Male,Widowed,Diploma,Accountant,83070.54,17832.0,863.0,3,2.0,Ahmedabad,Gujarat,9268583107,meera.pillai536@example.com,False,5,2023-04-09,Low,-1.5759,31-40
CUST00716,Kiran,Mehta,43,Male,Divorced,Phd,Analyst,56108.71,12211.64,784.0,5,32.0,Hyderabad,Telangana,9119727026,vikram.bhat657@example.com,False,3,2015-02-02,Low,-1.6117,41-50
CUST00717,Ravi,Patel,31,Male,Married,High School,Designer,204116.0,35039.98,383.0,0,31.0,Ahmedabad,Gujarat,9472352086,kiran.bhat679@example.com,False,1,2019-11-15,Low,-1.06,31-40
CUST00718,Deepak,Mishra,32,Female,Married,Master'S,Lawyer,143117.65,25818.36,883.0,3,10.0,Lucknow,Uttar Pradesh,9834773724,kavya.reddy734@example.com,True,1,2020-05-20,Low,-1.1648,31-40
CUST00719,Kavya,Pillai,30,Female,Single,Master'S,Nurse,74990.58,10936.57,595.0,1,1.0,Lucknow,Uttar Pradesh,9477863798,priya.mehta676@example.com,False,7,2018-03-31,Low,-0.7501,21-30
CUST00720,Vikram,Pillai,52,Female,Married,Bachelor'S,Designer,102371.67,18617.85,597.0,3,20.0,Kolkata,West Bengal,9481584364,lakshmi.pillai919@example.com,False,4,2018-03-01,Low,-1.1824,51-60
CUST00721,Amit,Rao,36,Other,Single,High School,Teacher,77933.5,9879.17,355.0,1,3.0,Pune,Maharashtra,9771336642,amit.patel106@example.com,False,0,2020-06-13,Low,-0.5212,31-40
CUST00722,Pooja,Patel,28,Female,Single,Phd,Analyst,77103.53,19004.55,659.0,2,16.0,Bengaluru,Karnataka,9424620301,lakshmi.kumar400@example.com,True,6,2015-12-05,Low,-1.9578,21-30
CUST00723,Rahul,Pandey,58,Female,Widowed,Diploma,Analyst,41492.4,6477.86,409.0,0,16.0,Ahmedabad,Gujarat,9353622930,rahul.kumar707@example.com,False,7,2023-07-14,Low,-0.8735,51-60
CUST00724,Rahul,Mishra,32,Male,Married,Diploma,Accountant,36433.08,5828.8,491.0,0,27.0,Pune,Maharashtra,9638214657,meera.sharma316@example.com,False,6,2019-10-23,Low,-0.9198,31-40
CUST00725,Nisha,Sharma,44,Female,Married,Master'S,Accountant,100451.28,22131.38,392.0,5,29.0,Delhi,Delhi,9396222040,rohan.joshi455@example.com,False,7,2017-10-11,Low,-1.6438,41-50
CUST00726,Lakshmi,Reddy,48,Male,Single,Master'S,Manager,188186.45,40877.54,867.0,5,39.0,Ahmedabad,Gujarat,9971763327,vikram.singh54@example.com,False,2,2021-12-04,Low,-1.6066,41-50
CUST00727,Divya,Joshi,28,Female,Married,Bachelor'S,Teacher,71495.24,9970.45,359.0,4,22.0,Hyderabad,Telangana,9166582406,divya.sharma613@example.com,True,1,2016-09-16,Low,-0.6735,21-30
CUST00728,Naveen,Pillai,48,Male,Single,Bachelor'S,Engineer,118428.76,15685.41,338.0,2,23.0,Pune,Maharashtra,9771939435,deepak.joshi5@example.com,False,3,2023-03-07,Low,-0.5894,41-50
CUST00729,Swati,Malhotra,56,Male,Single,High School,Accountant,153362.02,29883.08,839.0,5,28.0,Chennai,Tamil Nadu,9376681108,ananya.sharma50@example.com,False,0,2020-09-25,Low,-1.3382,51-60
CUST00730,Lakshmi,Pillai,46,Male,Single,Master'S,Businessman,54392.04,9456.43,348.0,1,3.0,Pune,Maharashtra,9515721250,kiran.joshi791@example.com,False,7,2017-02-04,Low,-1.0863,41-50
CUST00731,Nisha,Bhat,28,Male,Married,Master'S,Businessman,97539.7,17996.32,719.0,2,37.0,Chennai,Tamil Nadu,9974947794,pooja.dubey387@example.com,False,2,2017-10-18,Low,-1.214,21-30
CUST00732,Sunita,Nair,48,Female,Married,Master'S,Nurse,66176.96,15425.19,312.0,0,28.0,Lucknow,Uttar Pradesh,9131638762,rohan.kumar786@example.com,False,6,2018-02-25,Low,-1.7971,41-50
CUST00733,Aditya,Mishra,48,Male,Single,Phd,Nurse,258763.99,38662.94,335.0,1,18.0,Chennai,Tamil Nadu,9695861587,deepak.nair207@example.com,False,2,2023-08-07,Low,-0.793,41-50
CUST00734,Sneha,Reddy,57,Female,Married,Phd,Designer,102371.67,34526.96,597.0,2,20.0,Jaipur,Rajasthan,9400855850,rekha.shah952@example.com,True,2,2016-04-16,Low,-3.0472,51-60
CUST00735,Meera,Malhotra,61,Male,Single,Diploma,Manager,54425.84,10427.37,385.0,0,28.0,Bengaluru,Karnataka,9342217581,vikram.pandey256@example.com,True,6,2024-09-09,Low,-1.2991,60+
CUST00736,Rohan,Dubey,56,Female,Married,Bachelor'S,Lawyer,124433.99,15631.03,815.0,5,35.0,Jaipur,Rajasthan,9262895422,naveen.joshi384@example.com,False,2,2017-12-15,Low,-0.5074,51-60
CUST00737,Arjun,Joshi,47,Male,Widowed,Master'S,Accountant,187317.36,43527.7,522.0,1,34.0,Hyderabad,Telangana,9466990085,pooja.patel931@example.com,False,4,2022-11-11,Low,-1.7885,41-50
CUST00738,Rekha,Pandey,37,Male,Married,Master'S,Teacher,164225.82,24706.15,637.0,1,5.0,Mumbai,Maharashtra,9521815818,arjun.pillai245@example.com,False,2,2017-10-10,Low,-0.8053,31-40
CUST00739,Pooja,Nair,29,Female,Divorced,Bachelor'S,Designer,102371.67,17895.47,597.0,0,20.0,Hyderabad,Telangana,9805375110,vikram.mishra205@example.com,False,0,2022-06-22,Low,-1.0977,21-30
CUST00740,Sachin,Kumar,53,Male,Divorced,Diploma,Nurse,216194.66,37362.5,682.0,1,38.0,Kolkata,West Bengal,9247382533,suresh.kumar94@example.com,True,7,2024-03-15,Low,-1.0738,51-60
CUST00741,Kiran,Sharma,40,Male,Married,Phd,Accountant,57370.83,9839.64,675.0,5,7.0,Ahmedabad,Gujarat,9194269176,rohan.dubey17@example.com,False,1,2019-10-24,Low,-1.0581,31-40
CUST00742,Pooja,Shah,33,Male,Married,High School,Consultant,82301.47,16346.76,770.0,5,1.0,Jaipur,Rajasthan,9883713061,rahul.shah432@example.com,False,0,2017-03-23,Low,-1.3834,31-40
CUST00743,Rahul,Sharma,48,Male,Divorced,High School,Consultant,58303.33,8496.24,330.0,5,12.0,Hyderabad,Telangana,9510391769,harish.sharma29@example.com,True,3,2020-04-25,Low,-0.7487,41-50
CUST00744,Kiran,Nair,68,Female,Married,Master'S,Consultant,157865.09,22924.5,674.0,0,39.0,Ahmedabad,Gujarat,9659116527,amit.singh15@example.com,False,5,2022-12-03,Low,-0.7426,60+
CUST00745,Rahul,Pandey,49,Male,Single,Master'S,Accountant,69592.9,13566.96,310.0,3,20.0,Ahmedabad,Gujarat,9827991473,rahul.gupta346@example.com,False,4,2023-10-12,Low,-1.3394,41-50
CUST00746,Amit,Reddy,33,Female,Divorced,Phd,Lawyer,89076.47,12133.73,601.0,3,30.0,Ahmedabad,Gujarat,9757611451,arjun.kumar841@example.com,False,4,2024-01-31,Low,-0.6346,31-40
CUST00747,Sunita,Sharma,66,Female,Married,Bachelor'S,Consultant,143000.33,27148.29,395.0,1,35.0,Bengaluru,Karnataka,9771651925,rohan.mishra197@example.com,False,3,2016-02-27,Low,-1.2782,60+
CUST00748,Vikram,Rao,55,Male,Single,High School,Professor,150083.93,21750.12,489.0,5,37.0,Mumbai,Maharashtra,9837148793,sneha.dubey697@example.com,True,6,2022-11-11,Low,-0.739,51-60
CUST00749,Pooja,Sharma,26,Female,Married,Bachelor'S,Doctor,57281.0,12774.53,752.0,1,26.0,Chennai,Tamil Nadu,9344198929,deepak.dubey686@example.com,False,0,2023-03-11,Low,-1.6762,21-30
CUST00750,Sunita,Mehta,38,Female,Married,High School,Teacher,186091.39,39807.29,491.0,0,35.0,Hyderabad,Telangana,9548108259,deepak.sharma65@example.com,False,0,2020-08-19,Low,-1.567,31-40
CUST00751,Nisha,Pillai,25,Female,Married,High School,Designer,129756.36,24653.59,785.0,1,22.0,Kolkata,West Bengal,9358085454,meera.mishra226@example.com,False,3,2021-11-08,Low,-1.28,21-30
CUST00752,Priya,Singh,67,Female,Married,Phd,Analyst,51584.59,8091.07,565.0,4,20.0,Hyderabad,Telangana,9715145139,ananya.malhotra982@example.com,False,6,2017-01-12,Low,-0.8822,60+
CUST00753,Kiran,Joshi,45,Female,Married,Bachelor'S,Doctor,44505.61,6761.67,723.0,3,12.0,Chennai,Tamil Nadu,9264013159,sachin.nair904@example.com,True,5,2017-02-11,Low,-0.8231,41-50
CUST00754,Ravi,Tiwari,22,Female,Married,Bachelor'S,Lawyer,97783.21,17506.85,427.0,1,36.0,Lucknow,Uttar Pradesh,9557913296,suresh.joshi99@example.com,False,2,2024-08-02,Low,-1.1484,21-30
CUST00755,Deepak,Nair,30,Male,Married,High School,Teacher,164399.78,38131.8,537.0,1,25.0,Pune,Maharashtra,9435418436,kavya.pillai817@example.com,True,6,2021-08-18,Low,-1.7833,21-30
CUST00756,Sachin,Shah,50,Male,Married,Bachelor'S,Professor,166946.64,30384.11,654.0,2,39.0,Ahmedabad,Gujarat,9750009892,nisha.malhotra856@example.com,True,7,2022-01-20,Low,-1.184,41-50
CUST00757,Sunita,Dubey,65,Male,Married,Master'S,Businessman,122234.93,18095.29,411.0,1,6.0,Jaipur,Rajasthan,9453566796,divya.mehta851@example.com,False,2,2022-02-11,Low,-0.7764,60+
CUST00758,Arjun,Verma,25,Male,Married,Master'S,Lawyer,101641.27,15206.69,745.0,4,38.0,Jaipur,Rajasthan,9582291740,ananya.verma681@example.com,False,7,2016-09-01,Low,-0.7953,21-30
CUST00759,Divya,Kumar,53,Male,Married,Master'S,Designer,102371.67,28916.25,597.0,3,20.0,Pune,Maharashtra,9682219061,naveen.rao172@example.com,True,1,2017-07-28,Low,-2.3896,51-60
CUST00760,Swati,Iyer,21,Male,Married,Bachelor'S,Designer,59089.1,14658.18,444.0,2,38.0,Kolkata,West Bengal,9241489248,divya.sharma742@example.com,False,0,2016-05-08,Low,-1.9768,21-30
CUST00761,Divya,Patel,38,Male,Widowed,Bachelor'S,Doctor,271629.07,38738.15,364.0,0,22.0,Jaipur,Rajasthan,9322003929,ananya.singh172@example.com,False,0,2016-06-25,Low,-0.7114,31-40
CUST00762,Sneha,Verma,52,Female,Single,Bachelor'S,Nurse,269510.61,60899.85,546.0,0,29.0,Pune,Maharashtra,9800587168,amit.shah46@example.com,True,3,2019-07-02,Low,-1.7116,51-60
CUST00763,Rohan,Nair,67,Female,Single,Bachelor'S,Doctor,127680.64,29491.56,789.0,3,17.0,Pune,Maharashtra,9248795415,sunita.shah426@example.com,False,3,2015-06-07,Low,-1.7717,60+
CUST00764,Sneha,Tiwari,69,Female,Married,Master'S,Engineer,111121.59,27705.56,738.0,0,17.0,Ahmedabad,Gujarat,9723876967,kavya.dubey525@example.com,True,2,2018-01-26,Low,-1.9919,60+
CUST00765,Kiran,Shah,31,Male,Married,Bachelor'S,Professor,77122.27,13458.43,405.0,4,9.0,Chennai,Tamil Nadu,9681274244,priya.malhotra111@example.com,False,6,2017-02-26,Low,-1.0941,31-40
CUST00766,Pooja,Reddy,41,Female,Single,Master'S,Designer,135570.8,22546.07,480.0,1,38.0,Chennai,Tamil Nadu,9834491630,meera.bhat836@example.com,False,0,2016-08-21,Low,-0.9957,41-50
CUST00767,Suresh,Mishra,46,Female,Single,High School,Engineer,65199.66,9953.15,483.0,3,29.0,Chennai,Tamil Nadu,9959106271,ravi.pandey335@example.com,False,0,2019-10-13,Low,-0.8319,41-50
CUST00768,Sunita,Patel,45,Male,Single,Master'S,Analyst,25999.51,5015.09,525.0,2,25.0,Hyderabad,Telangana,9317228954,lakshmi.pillai331@example.com,False,4,2015-03-14,Low,-1.3147,41-50
CUST00769,Pooja,Malhotra,42,Male,Married,Phd,Analyst,19371.06,2831.32,388.0,1,6.0,Mumbai,Maharashtra,9248294102,vikram.verma576@example.com,True,7,2021-11-30,Low,-0.7539,41-50
CUST00770,Sachin,Singh,47,Female,Single,Master'S,Manager,61102.07,13063.46,829.0,0,6.0,Hyderabad,Telangana,9431784498,amit.dubey642@example.com,False,1,2017-03-28,Low,-1.5656,41-50
CUST00771,Rohan,Tiwari,69,Female,Married,Master'S,Analyst,108426.4,14796.26,670.0,0,4.0,Pune,Maharashtra,9839305702,lakshmi.mehta195@example.com,False,1,2016-01-08,Low,-0.6376,60+
CUST00772,Vikram,Kumar,33,Male,Married,Diploma,Businessman,120473.25,19161.08,698.0,2,0.0,Mumbai,Maharashtra,9857134424,deepak.dubey640@example.com,False,7,2024-09-10,Low,-0.9086,31-40
CUST00773,Divya,Mehta,53,Male,Divorced,Master'S,Engineer,73713.84,11634.94,405.0,4,17.0,Jaipur,Rajasthan,9662431852,arjun.tiwari213@example.com,False,2,2015-07-28,Low,-0.8941,51-60
CUST00774,Ravi,Patel,54,Male,Married,Bachelor'S,Professor,107484.41,22211.65,570.0,2,12.0,Delhi,Delhi,9245226262,aditya.malhotra957@example.com,False,5,2019-04-07,Low,-1.4798,51-60
CUST00775,Kiran,Malhotra,61,Female,Single,Bachelor'S,Lawyer,83739.24,19490.4,802.0,3,24.0,Hyderabad,Telangana,9561778017,rekha.bhat555@example.com,False,6,2019-07-27,Low,-1.793,60+
CUST00776,Ravi,Malhotra,55,Female,Married,Master'S,Professor,54198.71,9250.66,824.0,2,39.0,Hyderabad,Telangana,9926834891,meera.dubey405@example.com,True,0,2020-11-20,Low,-1.0482,51-60
CUST00777,Rahul,Verma,21,Male,Widowed,Master'S,Designer,102371.67,14790.57,597.0,0,20.0,Ahmedabad,Gujarat,9255856197,rekha.nair962@example.com,False,4,2018-06-09,Low,-0.7337,21-30
CUST00778,Rahul,Shah,41,Male,Married,Bachelor'S,Consultant,160777.11,36705.55,692.0,4,9.0,Chennai,Tamil Nadu,9804623475,kavya.verma439@example.com,False,6,2022-11-07,Low,-1.7396,41-50
CUST00779,Rahul,Kumar,68,Female,Widowed,Bachelor'S,Designer,55690.39,7137.84,339.0,4,31.0,Lucknow,Uttar Pradesh,9706496928,kavya.tiwari124@example.com,False,0,2022-02-07,Low,-0.538,60+
CUST00780,Rohan,Nair,26,Female,Married,Diploma,Teacher,55705.67,7032.07,517.0,5,16.0,Jaipur,Rajasthan,9269702658,suresh.sharma238@example.com,False,3,2017-08-05,Low,-0.5148,21-30
CUST00781,Harish,Pillai,48,Male,Single,High School,Accountant,51971.44,8407.13,381.0,2,37.0,Lucknow,Uttar Pradesh,9440908961,meera.shah219@example.com,True,6,2017-06-27,Low,-0.9412,41-50
CUST00782,Suresh,Iyer,37,Female,Married,Bachelor'S,Designer,102371.67,3959.72,597.0,3,20.0,Chennai,Tamil Nadu,9172814771,amit.malhotra109@example.com,False,2,2018-10-08,Low,0.5358,31-40
CUST00783,Lakshmi,Rao,25,Male,Single,High School,Businessman,74004.31,15686.25,746.0,0,14.0,Mumbai,Maharashtra,9698439590,kavya.rao366@example.com,False,6,2019-10-12,Low,-1.5436,21-30
CUST00784,Ravi,Mehta,51,Male,Married,Master'S,Analyst,151516.78,36940.15,727.0,1,39.0,Hyderabad,Telangana,9672263097,amit.pandey332@example.com,False,5,2020-05-16,Low,-1.9256,51-60
CUST00785,Deepak,Rao,25,Female,Single,High School,Nurse,109573.37,26354.72,337.0,4,19.0,Chennai,Tamil Nadu,9872493367,rohan.patel178@example.com,False,6,2015-09-09,Low,-1.8863,21-30
CUST00786,Rohan,Rao,58,Male,Single,Master'S,Lawyer,89183.33,14044.51,510.0,2,14.0,Hyderabad,Telangana,9227117388,amit.iyer16@example.com,True,6,2020-09-19,Low,-0.8897,51-60
CUST00787,Divya,Mishra,23,Female,Divorced,High School,Teacher,106663.99,25117.7,743.0,5,34.0,Pune,Maharashtra,9297713683,aditya.shah412@example.com,True,6,2019-10-16,Low,-1.8258,21-30
CUST00788,Ravi,Iyer,43,Female,Single,Master'S,Consultant,73615.52,9396.71,626.0,3,5.0,Delhi,Delhi,9441017812,meera.dubey670@example.com,False,1,2022-03-22,Low,-0.5317,41-50
CUST00789,Rohan,Nair,57,Female,Divorced,Master'S,Professor,30676.99,6716.02,526.0,3,29.0,Chennai,Tamil Nadu,9256253951,rahul.singh324@example.com,False,0,2015-07-31,Low,-1.6271,51-60
CUST00790,Suresh,Patel,57,Male,Single,Bachelor'S,Professor,157981.19,30271.03,347.0,0,7.0,Bengaluru,Karnataka,9880695706,rahul.dubey13@example.com,False,5,2018-05-31,Low,-1.2993,51-60
CUST00791,Divya,Joshi,30,Male,Single,Bachelor'S,Doctor,187713.99,25749.27,317.0,4,30.0,Jaipur,Rajasthan,9131657501,lakshmi.bhat399@example.com,False,7,2016-03-26,Low,-0.6461,21-30
CUST00792,Suresh,Kumar,30,Male,Divorced,Bachelor'S,Manager,63774.32,13082.02,738.0,0,31.0,Delhi,Delhi,9921879587,rekha.reddy218@example.com,True,2,2018-01-07,Low,-1.4616,21-30
CUST00793,Ananya,Malhotra,39,Female,Married,Bachelor'S,Accountant,90174.2,18136.86,486.0,5,14.0,Chennai,Tamil Nadu,9442188032,sachin.mishra470@example.com,False,7,2019-01-29,Low,-1.4136,31-40
CUST00794,Kiran,Singh,37,Female,Married,Master'S,Professor,85630.82,13035.13,644.0,1,17.0,Bengaluru,Karnataka,9544572227,ravi.shah226@example.com,False,1,2018-02-23,Low,-0.8267,31-40
CUST00795,Divya,Kumar,41,Female,Single,Bachelor'S,Engineer,121877.69,23877.25,523.0,1,12.0,Bengaluru,Karnataka,9541578219,rahul.sharma68@example.com,False,0,2018-12-08,Low,-1.3509,41-50
CUST00796,Rekha,Singh,34,Female,Married,Master'S,Designer,272103.03,55875.72,787.0,1,23.0,Jaipur,Rajasthan,9425717549,meera.gupta674@example.com,True,4,2022-12-24,Low,-1.4642,31-40
CUST00797,Nisha,Gupta,29,Female,Married,Bachelor'S,Businessman,197970.78,39462.27,528.0,3,39.0,Chennai,Tamil Nadu,9575672443,ravi.pillai835@example.com,True,2,2019-09-09,Low,-1.392,21-30
CUST00798,Amit,Mishra,66,Female,Married,Bachelor'S,Analyst,78735.66,13204.94,689.0,4,13.0,Delhi,Delhi,9900592344,kiran.joshi286@example.com,False,0,2017-10-08,Low,-1.0125,60+
CUST00799,Suresh,Mishra,21,Male,Married,Bachelor'S,Designer,136691.02,17380.99,888.0,0,27.0,Ahmedabad,Gujarat,9982292061,lakshmi.dubey666@example.com,True,1,2018-08-03,Low,-0.5259,21-30
CUST00800,Ravi,Rao,65,Male,Widowed,Master'S,Teacher,209528.31,28589.12,487.0,0,10.0,Mumbai,Maharashtra,9783809682,harish.reddy639@example.com,False,1,2015-07-14,Low,-0.6373,60+
CUST00801,Ravi,Shah,33,Female,Married,Bachelor'S,Professor,126122.27,24544.85,569.0,5,5.0,Bengaluru,Karnataka,9892786126,sneha.mishra378@example.com,False,4,2017-01-14,Low,-1.3353,31-40
CUST00802,Sunita,Singh,24,Male,Divorced,Master'S,Teacher,98437.82,18050.42,609.0,1,24.0,Lucknow,Uttar Pradesh,9393986392,deepak.nair45@example.com,False,2,2015-06-17,Low,-1.2004,21-30
CUST00803,Lakshmi,Pandey,21,Male,Married,Bachelor'S,Consultant,129004.18,22021.7,431.0,4,0.0,Chennai,Tamil Nadu,9263162642,lakshmi.tiwari69@example.com,True,2,2015-01-03,Low,-1.0485,21-30
CUST00804,Harish,Reddy,69,Female,Married,High School,Teacher,64733.69,8177.87,850.0,4,24.0,Ahmedabad,Gujarat,9936560721,kavya.nair907@example.com,True,5,2015-08-02,Low,-0.516,60+
CUST00805,Amit,Joshi,60,Female,Single,Master'S,Teacher,70659.75,15067.45,371.0,5,1.0,Ahmedabad,Gujarat,9301792175,priya.malhotra224@example.com,False,0,2022-05-29,Low,-1.5589,51-60
CUST00806,Nisha,Mishra,52,Male,Married,Master'S,Analyst,52134.36,9601.29,486.0,2,31.0,Ahmedabad,Gujarat,9214644955,sunita.rao421@example.com,True,5,2023-05-09,Low,-1.21,51-60
CUST00807,Lakshmi,Pillai,54,Female,Divorced,High School,Analyst,118686.25,17156.88,785.0,4,12.0,Pune,Maharashtra,9241246317,sachin.bhat309@example.com,False,1,2018-08-10,Low,-0.7347,51-60
CUST00808,Aditya,Mishra,48,Female,Single,Master'S,Designer,91231.75,11613.34,490.0,4,32.0,Delhi,Delhi,9298370042,aditya.mishra786@example.com,True,7,2017-05-18,Low,-0.5275,41-50
CUST00809,Pooja,Iyer,51,Male,Single,Bachelor'S,Teacher,60242.25,13031.83,721.0,0,31.0,Bengaluru,Karnataka,9128130121,harish.kumar614@example.com,False,1,2018-03-14,Low,-1.5959,51-60
CUST00810,Suresh,Singh,28,Male,Single,Master'S,Nurse,89455.12,18220.75,419.0,5,23.0,Chennai,Tamil Nadu,9918671750,rekha.pillai512@example.com,False,6,2020-04-17,Low,-1.4442,21-30
CUST00811,Swati,Patel,59,Male,Single,Phd,Nurse,130875.13,26694.07,519.0,4,26.0,Ahmedabad,Gujarat,9757110239,meera.mehta105@example.com,True,4,2018-02-21,Low,-1.4476,51-60
CUST00812,Sneha,Gupta,46,Female,Divorced,Phd,Consultant,311398.08,75750.3325,352.0,4,3.0,Mumbai,Maharashtra,9762441268,vikram.shah730@example.com,True,4,2021-10-20,Lower-Mid,-1.9191,41-50
CUST00813,Meera,Pillai,54,Female,Divorced,Master'S,Accountant,181178.99,28236.59,750.0,0,23.0,Mumbai,Maharashtra,9386541544,rohan.reddy550@example.com,False,7,2016-02-17,Low,-0.8702,51-60
CUST00814,Amit,Bhat,23,Female,Married,Bachelor'S,Engineer,25072.11,3751.73,711.0,4,22.0,Kolkata,West Bengal,9750262890,pooja.dubey811@example.com,False,7,2019-10-31,Low,-0.7957,21-30
CUST00815,Nisha,Verma,32,Female,Single,Master'S,Businessman,113957.98,17777.87,536.0,0,28.0,Ahmedabad,Gujarat,9708857885,nisha.gupta945@example.com,True,2,2017-01-27,Low,-0.872,31-40
CUST00816,Rekha,Joshi,21,Male,Married,Bachelor'S,Consultant,232720.76,54306.86,705.0,2,33.0,Mumbai,Maharashtra,9757518717,kavya.bhat871@example.com,False,7,2017-10-30,Low,-1.8003,21-30
CUST00817,Harish,Rao,64,Male,Married,High School,Businessman,44235.19,10342.77,721.0,3,20.0,Lucknow,Uttar Pradesh,9347939168,naveen.joshi583@example.com,True,5,2020-07-05,Low,-1.8058,60+
CUST00818,Naveen,Kumar,25,Female,Widowed,Bachelor'S,Doctor,137439.01,28387.42,546.0,0,29.0,Bengaluru,Karnataka,9740337419,priya.pillai176@example.com,True,1,2019-01-29,Low,-1.4785,21-30
CUST00819,Aditya,Patel,50,Male,Married,Phd,Lawyer,85649.16,16594.89,371.0,0,25.0,Delhi,Delhi,9349304100,aditya.patel258@example.com,False,6,2018-10-01,Low,-1.3251,41-50
CUST00820,Divya,Nair,50,Male,Single,Phd,Accountant,196845.48,27545.57,484.0,4,19.0,Delhi,Delhi,9347940275,lakshmi.dubey983@example.com,False,0,2018-05-31,Low,-0.6792,41-50
CUST00821,Lakshmi,Reddy,37,Male,Married,High School,Designer,102371.67,27129.2,597.0,0,20.0,Lucknow,Uttar Pradesh,9838066391,swati.kumar98@example.com,False,6,2016-04-01,Low,-2.1801,31-40
CUST00822,Arjun,Mehta,68,Male,Widowed,Master'S,Engineer,58080.82,13907.01,505.0,5,2.0,Chennai,Tamil Nadu,9128008008,nisha.gupta615@example.com,True,3,2016-02-01,Low,-1.8733,60+
CUST00823,Naveen,Tiwari,67,Male,Married,Master'S,Designer,87508.32,15693.89,843.0,1,36.0,Mumbai,Maharashtra,9485753927,ananya.joshi333@example.com,True,0,2022-07-03,Low,-1.1521,60+
CUST00824,Sachin,Verma,43,Male,Married,Bachelor'S,Businessman,90670.07,16003.7,686.0,1,39.0,Hyderabad,Telangana,9185336088,harish.gupta647@example.com,False,4,2015-02-25,Low,-1.1181,41-50
CUST00825,Amit,Pillai,35,Male,Single,Bachelor'S,Professor,91683.07,15797.54,375.0,2,24.0,Mumbai,Maharashtra,9838886075,deepak.bhat714@example.com,True,0,2022-08-29,Low,-1.0677,31-40
CUST00826,Amit,Iyer,57,Male,Married,Master'S,Accountant,193214.79,26440.2,476.0,0,22.0,Jaipur,Rajasthan,9937332060,amit.dubey398@example.com,False,7,2021-03-10,Low,-0.6421,51-60
CUST00827,Kavya,Gupta,41,Female,Married,Bachelor'S,Manager,59541.45,13556.73,648.0,5,0.0,Kolkata,West Bengal,9611747739,rekha.singh695@example.com,True,1,2023-08-22,Low,-1.7322,41-50
CUST00828,Rekha,Sharma,34,Female,Single,High School,Consultant,180201.47,26438.91,554.0,4,32.0,Lucknow,Uttar Pradesh,9243974416,amit.shah947@example.com,False,5,2024-08-31,Low,-0.7606,31-40
CUST00829,Rahul,Mehta,22,Male,Married,Master'S,Consultant,82343.12,15386.11,607.0,4,14.0,Lucknow,Uttar Pradesh,9639366915,aditya.dubey996@example.com,True,7,2016-06-17,Low,-1.2422,21-30
